trainig_args.mod:  1.5B
[WARNING] Please, check seq_len: 256
get pretrain_model
no model_name_or_path
!!!!!!!!!!!!!!!!!!!Model parameters:  0.11589360237121582
stpes_per_epoch:  1966029
train_epochs:  1
Initial compilation. This might take some minutes...
final_time:  27.734915018081665
final_time:  0.012142658233642578
final_time:  0.010515451431274414
final_time:  0.009277820587158203
final_time:  0.008734703063964844
final_time:  0.0081787109375
final_time:  0.008332490921020508
final_time:  0.008336067199707031
final_time:  0.008137226104736328
final_time:  0.008385181427001953
final_time:  0.00794839859008789
final_time:  0.007901430130004883
final_time:  0.008116006851196289
final_time:  0.007960796356201172
final_time:  0.009131431579589844
final_time:  0.008152246475219727
final_time:  0.008712291717529297
final_time:  0.008731842041015625
final_time:  0.010837793350219727
final_time:  0.00882863998413086
final_time:  0.01104116439819336
final_time:  0.011298179626464844
final_time:  0.009984731674194336
final_time:  0.00921773910522461
final_time:  0.009263992309570312
final_time:  0.008015871047973633
final_time:  0.008332490921020508
final_time:  0.007936239242553711
final_time:  0.008603572845458984
final_time:  0.007967472076416016
final_time:  0.008286476135253906
final_time:  0.00857234001159668
final_time:  0.008143424987792969
final_time:  0.00849008560180664
final_time:  0.007935047149658203
final_time:  0.008239984512329102
final_time:  0.009343624114990234
final_time:  0.00879216194152832
final_time:  0.009803533554077148
final_time:  0.012925863265991211
final_time:  0.016250133514404297
final_time:  0.010139703750610352
final_time:  0.009499549865722656
final_time:  0.009379863739013672
final_time:  0.008817911148071289
final_time:  0.009341001510620117
final_time:  0.009814023971557617
final_time:  0.00807046890258789
final_time:  0.008639097213745117
final_time:  0.010274887084960938
final_time:  0.01259613037109375
final_time:  0.012451410293579102
final_time:  0.014725446701049805
final_time:  0.010959863662719727
final_time:  0.009885787963867188
final_time:  0.009950399398803711
final_time:  0.009193897247314453
final_time:  0.009725332260131836
final_time:  0.014954566955566406
final_time:  0.009192943572998047
final_time:  0.009907245635986328
final_time:  0.008847475051879883
final_time:  0.009375333786010742
final_time:  0.008643627166748047
final_time:  0.008590459823608398
final_time:  0.007827520370483398
final_time:  0.008077621459960938
final_time:  0.01056528091430664
final_time:  0.01100611686706543
final_time:  0.16675186157226562
final_time:  0.012328386306762695
final_time:  0.008862018585205078
final_time:  0.010864496231079102
final_time:  0.010282278060913086
final_time:  0.010454893112182617
final_time:  0.009975433349609375
final_time:  0.00988912582397461
final_time:  0.009827852249145508
final_time:  0.009569644927978516
final_time:  0.010198354721069336
final_time:  0.010105133056640625
final_time:  0.01045536994934082
final_time:  0.013159751892089844
final_time:  0.007646799087524414
final_time:  0.00797271728515625
final_time:  0.00786280632019043
final_time:  0.008177757263183594
final_time:  0.007811307907104492
final_time:  0.007784605026245117
final_time:  0.007924556732177734
final_time:  0.007601261138916016
final_time:  0.008550405502319336
final_time:  0.0078067779541015625
final_time:  0.00827789306640625
final_time:  0.0077974796295166016
final_time:  0.0076825618743896484
final_time:  0.007954120635986328
final_time:  0.007646083831787109
final_time:  0.008671283721923828
final_time:  0.007904291152954102
final_time:  0.007960319519042969
final_time:  0.008200407028198242
final_time:  0.007793903350830078
final_time:  0.007986783981323242
final_time:  0.007695198059082031
final_time:  0.008221626281738281
final_time:  0.007842779159545898
final_time:  0.00805211067199707
final_time:  0.008110761642456055
final_time:  0.00780177116394043
final_time:  0.008582592010498047
final_time:  0.01023721694946289
final_time:  0.008401632308959961
final_time:  0.008335351943969727
final_time:  0.008346080780029297
final_time:  0.008452892303466797
final_time:  0.009349584579467773
final_time:  0.010847330093383789
final_time:  0.20527100563049316
final_time:  0.012892484664916992
final_time:  0.012031793594360352
final_time:  0.011929988861083984
final_time:  0.013686418533325195
final_time:  0.012957572937011719
final_time:  0.011061429977416992
final_time:  0.009591102600097656
final_time:  0.009146451950073242
final_time:  0.009258031845092773
final_time:  0.008878469467163086
final_time:  0.008388519287109375
final_time:  0.008022308349609375
final_time:  0.00808858871459961
final_time:  0.008417129516601562
final_time:  0.008174419403076172
final_time:  0.008780241012573242
final_time:  0.007803678512573242
final_time:  0.007748603820800781
final_time:  0.008150577545166016
final_time:  0.007987022399902344
final_time:  0.008646249771118164
final_time:  0.00823068618774414
final_time:  0.008206367492675781
final_time:  0.008689165115356445
final_time:  0.00829005241394043
final_time:  0.008740663528442383
final_time:  0.00931239128112793
final_time:  0.010364770889282227
final_time:  0.009708166122436523
final_time:  0.009635686874389648
final_time:  0.009985208511352539
final_time:  0.008268594741821289
final_time:  0.008550167083740234
final_time:  0.008027076721191406
final_time:  0.008375406265258789
final_time:  0.010642051696777344
final_time:  0.01240086555480957
final_time:  0.012417316436767578
final_time:  0.010889768600463867
final_time:  0.01095438003540039
final_time:  0.010652542114257812
final_time:  0.009499788284301758
final_time:  0.008352041244506836
final_time:  0.008062601089477539
final_time:  0.010034322738647461
final_time:  0.014973640441894531
final_time:  0.014301061630249023
final_time:  0.1327953338623047
final_time:  0.009656429290771484
final_time:  0.0085601806640625
final_time:  0.007891654968261719
final_time:  0.007928848266601562
final_time:  0.008176803588867188
final_time:  0.007905006408691406
final_time:  0.008241653442382812
final_time:  0.007816791534423828
final_time:  0.008491039276123047
final_time:  0.007993936538696289
final_time:  0.008034467697143555
final_time:  0.008547067642211914
final_time:  0.007990598678588867
final_time:  0.008437395095825195
final_time:  0.008051156997680664
final_time:  0.00809621810913086
final_time:  0.008267879486083984
final_time:  0.008134603500366211
final_time:  0.008240938186645508
final_time:  0.007940292358398438
final_time:  0.008550167083740234
final_time:  0.008010387420654297
final_time:  0.008164644241333008
final_time:  0.00836038589477539
final_time:  0.008145809173583984
final_time:  0.012349605560302734
final_time:  0.01003575325012207
final_time:  0.009496450424194336
final_time:  0.009810686111450195
final_time:  0.009424448013305664
final_time:  0.009836912155151367
final_time:  0.009310483932495117
final_time:  0.010016202926635742
final_time:  0.009362220764160156
final_time:  0.009407520294189453
final_time:  0.009690046310424805
final_time:  0.009450912475585938
final_time:  0.010053634643554688
final_time:  0.009393453598022461
final_time:  0.009334087371826172
final_time:  0.009677886962890625
final_time:  0.009224414825439453
final_time:  0.00811767578125
final_time:  0.0077364444732666016
final_time:  0.00823354721069336
final_time:  0.007888078689575195
final_time:  0.007718086242675781
final_time:  0.12271308898925781
final_time:  0.009851455688476562
final_time:  0.008608818054199219
final_time:  0.008013725280761719
final_time:  0.007873296737670898
final_time:  0.008095026016235352
final_time:  0.008931159973144531
final_time:  0.010823249816894531
final_time:  0.009337902069091797
final_time:  0.009389638900756836
final_time:  0.00887155532836914
final_time:  0.0077555179595947266
final_time:  0.008643150329589844
final_time:  0.007821798324584961
final_time:  0.008243322372436523
final_time:  0.010957717895507812
final_time:  0.009346961975097656
final_time:  0.008828401565551758
final_time:  0.008230447769165039
final_time:  0.008502006530761719
final_time:  0.007960319519042969
final_time:  0.007840394973754883
final_time:  0.008262872695922852
final_time:  0.007883787155151367
final_time:  0.00837087631225586
final_time:  0.007822751998901367
final_time:  0.008634090423583984
final_time:  0.009459733963012695
final_time:  0.008752822875976562
final_time:  0.008748531341552734
final_time:  0.00779271125793457
final_time:  0.008224725723266602
final_time:  0.007964611053466797
final_time:  0.007811069488525391
final_time:  0.008368492126464844
final_time:  0.00823354721069336
final_time:  0.008274316787719727
final_time:  0.007821321487426758
final_time:  0.009883403778076172
final_time:  0.012520074844360352
final_time:  0.009839057922363281
final_time:  0.009882211685180664
final_time:  0.009163618087768555
final_time:  0.00943899154663086
final_time:  0.008828878402709961
final_time:  0.008670806884765625
final_time:  0.008852243423461914
final_time:  0.008417129516601562
final_time:  0.14214563369750977
final_time:  0.009821653366088867
final_time:  0.008427858352661133
final_time:  0.008597612380981445
final_time:  0.008265018463134766
final_time:  0.008671045303344727
final_time:  0.00820159912109375
final_time:  0.008504867553710938
final_time:  0.00808405876159668
final_time:  0.00817108154296875
final_time:  0.008261442184448242
final_time:  0.008160114288330078
final_time:  0.008530139923095703
final_time:  0.008123636245727539
final_time:  0.008022069931030273
final_time:  0.00826120376586914
final_time:  0.00799703598022461
final_time:  0.00843667984008789
final_time:  0.00800776481628418
final_time:  0.008539438247680664
final_time:  0.008002519607543945
final_time:  0.008028507232666016
final_time:  0.008370637893676758
final_time:  0.007950067520141602
final_time:  0.008462190628051758
final_time:  0.008218526840209961
final_time:  0.008107185363769531
final_time:  0.008180856704711914
final_time:  0.008050918579101562
final_time:  0.008419275283813477
final_time:  0.008029460906982422
final_time:  0.008573770523071289
final_time:  0.007966041564941406
final_time:  0.007941722869873047
final_time:  0.008536338806152344
final_time:  0.008157014846801758
final_time:  0.008468866348266602
final_time:  0.008005857467651367
final_time:  0.007973909378051758
final_time:  0.00823831558227539
final_time:  0.007977962493896484
final_time:  0.00893259048461914
final_time:  0.00850367546081543
final_time:  0.009175777435302734
final_time:  0.008352518081665039
final_time:  0.007748126983642578
final_time:  0.008182287216186523
final_time:  0.007881879806518555
final_time:  0.12256312370300293
final_time:  0.00946950912475586
final_time:  0.008264541625976562
final_time:  0.008679389953613281
final_time:  0.008379459381103516
final_time:  0.008534431457519531
final_time:  0.010329008102416992
final_time:  0.008667469024658203
final_time:  0.008317708969116211
final_time:  0.008423805236816406
final_time:  0.008455038070678711
final_time:  0.007936954498291016
final_time:  0.008523702621459961
final_time:  0.008123636245727539
final_time:  0.007984161376953125
final_time:  0.008315086364746094
final_time:  0.008005142211914062
final_time:  0.008455514907836914
final_time:  0.007996797561645508
final_time:  0.007926225662231445
final_time:  0.008278846740722656
final_time:  0.007908344268798828
final_time:  0.00885629653930664
final_time:  0.00803232192993164
final_time:  0.008519649505615234
final_time:  0.008033037185668945
final_time:  0.008029937744140625
final_time:  0.008613109588623047
final_time:  0.007900714874267578
final_time:  0.008440971374511719
final_time:  0.008002758026123047
final_time:  0.007840156555175781
final_time:  0.010525703430175781
final_time:  0.009368896484375
final_time:  0.009267091751098633
final_time:  0.008520364761352539
final_time:  0.009135007858276367
final_time:  0.009588003158569336
final_time:  0.008880853652954102
final_time:  0.008996963500976562
final_time:  0.008774280548095703
final_time:  0.009185314178466797
final_time:  0.00874781608581543
final_time:  0.008806467056274414
final_time:  0.009289026260375977
final_time:  0.010101318359375
final_time:  0.009395122528076172
final_time:  0.00921010971069336
final_time:  0.010014533996582031
final_time:  0.16343069076538086
final_time:  0.009774923324584961
final_time:  0.009598731994628906
final_time:  0.009439229965209961
final_time:  0.011942386627197266
final_time:  0.009865045547485352
final_time:  0.009803056716918945
final_time:  0.010805606842041016
final_time:  0.010375261306762695
final_time:  0.01111292839050293
final_time:  0.010868310928344727
final_time:  0.010665655136108398
final_time:  0.009760618209838867
final_time:  0.010875940322875977
final_time:  0.009952545166015625
final_time:  0.009203195571899414
final_time:  0.009842634201049805
final_time:  0.009067773818969727
final_time:  0.009083986282348633
final_time:  0.010418415069580078
final_time:  0.009315013885498047
final_time:  0.010315656661987305
final_time:  0.010990619659423828
final_time:  0.011757850646972656
final_time:  0.010226726531982422
final_time:  0.009266138076782227
final_time:  0.009666681289672852
final_time:  0.008880853652954102
final_time:  0.00998997688293457
final_time:  0.010487079620361328
final_time:  0.00975489616394043
final_time:  0.010428428649902344
final_time:  0.009650707244873047
final_time:  0.009935140609741211
final_time:  0.008614778518676758
final_time:  0.008232593536376953
final_time:  0.008408069610595703
final_time:  0.00890660285949707
final_time:  0.008491277694702148
final_time:  0.008104562759399414
final_time:  0.008731603622436523
final_time:  0.008116722106933594
final_time:  0.008037090301513672
final_time:  0.008414745330810547
final_time:  0.008224725723266602
final_time:  0.009351015090942383
final_time:  0.008231878280639648
final_time:  0.008035659790039062
final_time:  0.12449789047241211
final_time:  0.009392261505126953
final_time:  0.008911371231079102
final_time:  0.008245468139648438
final_time:  0.008189916610717773
final_time:  0.010075569152832031
final_time:  0.009343385696411133
final_time:  0.00953817367553711
final_time:  0.010245084762573242
final_time:  0.012768745422363281
final_time:  0.01032710075378418
final_time:  0.009197473526000977
final_time:  0.009169578552246094
final_time:  0.008655309677124023
final_time:  0.009127616882324219
final_time:  0.010325908660888672
final_time:  0.00897216796875
final_time:  0.009139060974121094
final_time:  0.008514165878295898
final_time:  0.009060382843017578
final_time:  0.007920503616333008
final_time:  0.008577108383178711
final_time:  0.007875919342041016
final_time:  0.007752418518066406
final_time:  0.008050680160522461
final_time:  0.008651256561279297
final_time:  0.008428335189819336
final_time:  0.008168697357177734
final_time:  0.008223295211791992
final_time:  0.008528470993041992
final_time:  0.026218652725219727
final_time:  0.008427619934082031
final_time:  0.007792949676513672
final_time:  0.0082855224609375
final_time:  0.008405447006225586
final_time:  0.009366035461425781
final_time:  0.010377168655395508
final_time:  0.008613348007202148
final_time:  0.009045839309692383
final_time:  0.011080265045166016
final_time:  0.011446952819824219
final_time:  0.009133577346801758
final_time:  0.008687973022460938
final_time:  0.00857400894165039
final_time:  0.008797645568847656
final_time:  0.00864410400390625
final_time:  0.008025884628295898
final_time:  0.007951498031616211
final_time:  0.13345003128051758
final_time:  0.00937199592590332
final_time:  0.008910417556762695
final_time:  0.008062124252319336
final_time:  0.007782459259033203
final_time:  0.00818634033203125
final_time:  0.007972240447998047
final_time:  0.008757352828979492
final_time:  0.008204221725463867
final_time:  0.008433341979980469
final_time:  0.010104894638061523
final_time:  0.008475303649902344
final_time:  0.008318662643432617
final_time:  0.00793313980102539
final_time:  0.008446216583251953
final_time:  0.007908821105957031
final_time:  0.0078012943267822266
final_time:  0.00826883316040039
final_time:  0.007932901382446289
final_time:  0.008740901947021484
final_time:  0.009286642074584961
final_time:  0.010793924331665039
final_time:  0.01014089584350586
final_time:  0.007560253143310547
final_time:  0.008402824401855469
final_time:  0.008029699325561523
final_time:  0.008609294891357422
final_time:  0.00799250602722168
final_time:  0.007943153381347656
final_time:  0.008469104766845703
final_time:  0.007988929748535156
final_time:  0.00837397575378418
final_time:  0.007899999618530273
final_time:  0.007776021957397461
final_time:  0.008281469345092773
final_time:  0.00842142105102539
final_time:  0.008480072021484375
final_time:  0.007635593414306641
final_time:  0.008336067199707031
final_time:  0.007879257202148438
final_time:  0.007750988006591797
final_time:  0.008173465728759766
final_time:  0.007645845413208008
final_time:  0.008082866668701172
final_time:  0.00773310661315918
final_time:  0.007624626159667969
final_time:  0.008033514022827148
final_time:  0.00790262222290039
final_time:  0.13684582710266113
final_time:  0.009879827499389648
final_time:  0.008221864700317383
final_time:  0.008159875869750977
final_time:  0.00800633430480957
final_time:  0.008318185806274414
final_time:  0.008111953735351562
final_time:  0.008588075637817383
final_time:  0.008009195327758789
final_time:  0.008136272430419922
final_time:  0.008365631103515625
final_time:  0.008133411407470703
final_time:  0.012763500213623047
final_time:  0.008559465408325195
final_time:  0.008580923080444336
final_time:  0.010312557220458984
final_time:  0.009710073471069336
final_time:  0.010092020034790039
final_time:  0.009582996368408203
final_time:  0.010358095169067383
final_time:  0.00869894027709961
final_time:  0.007846593856811523
final_time:  0.008426666259765625
final_time:  0.008327245712280273
final_time:  0.00844883918762207
final_time:  0.008211612701416016
final_time:  0.008585929870605469
final_time:  0.011146306991577148
final_time:  0.015853404998779297
final_time:  0.015042304992675781
final_time:  0.011244535446166992
final_time:  0.011428356170654297
final_time:  0.01122140884399414
final_time:  0.014176607131958008
final_time:  0.013128995895385742
final_time:  0.012418746948242188
final_time:  0.01653575897216797
final_time:  0.012725353240966797
